Option,Species,iter,Month,Estimate,Season,Site,Parc,Espece
Option 2,European Shag,828,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,828,12,0.0167578926212177,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,829,12,0.0538597070722913,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,830,12,0.0631177489322903,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,831,12,0.0897938267009982,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,832,12,0.00826877738257075,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,833,12,0.0145890268407259,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,834,12,0.0535297739134669,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,835,12,0.0144684179280058,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,836,12,0.054037362084093,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,837,12,0.00326854244813178,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,838,12,0.0505350271335213,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,839,12,0.0419081918669168,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,840,12,0.157448599381954,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,841,12,0.0971111543533766,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,842,12,0.00223316100797261,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,843,12,0.050296607426385,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,844,12,0.0988089306880668,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,845,12,0.0271329512585882,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,846,12,0.110187064676811,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,847,12,0.0640049757001973,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,848,12,0.755092593380519,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,849,12,0.372471397480451,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,850,12,0.0534028952835907,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,9,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,10,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,11,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,851,12,0.0937887349424941,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,1,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,2,0,Non-breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,3,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,4,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,5,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,6,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,7,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
Option 2,European Shag,852,8,0,Breeding,SNA,SAINT NAZAIRE,Cormoran huppé
